Status,Checking,Duration,History,Purpose,Amount,Savings,Employment,PerCentIncome,PersonalStatus,Debtors,ResidentYears,Property,Age,Plans,Housing,Credits,Job,Liability,Telephone,Foreign
2,lt0,24,DELAYEDtoPAYBACKtoCREDIT,HIFI,1659,lt100,1,4,FEMALEtoDIVORCEDtoMARRIED,NONE,2,CARtoOTHER,29,NONE,RENT,1,UNSKILLEDtoRESIDENT,1,YES,YES
2,lt0,42,DELAYEDtoPAYBACKtoCREDIT,HIFI,4370,lt100,7,3,MALEtoMARRIEDorWIDOWED,NONE,2,SAVINGStoLIFEtoINSURANCE,26,BANK,OWN,2,SKILLEDtoEMPLOYEE,2,YES,YES
2,lt0,36,DELAYEDtoPAYBACKtoCREDIT,EDUCATION,6887,lt100,4,4,MALEtoMARRIEDorWIDOWED,NONE,3,SAVINGStoLIFEtoINSURANCE,29,STORES,OWN,1,SKILLEDtoEMPLOYEE,1,YES,YES
2,lt0,21,DELAYEDtoPAYBACKtoCREDIT,EDUCATION,3414,lt100,1,2,MALEtoMARRIEDorWIDOWED,NONE,1,SAVINGStoLIFEtoINSURANCE,26,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,lt0,60,DELAYEDtoPAYBACKtoCREDIT,BUSINESS,6836,lt100,8,3,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,63,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,YES,YES
2,lt0,36,DELAYEDtoPAYBACKtoCREDIT,BUSINESS,2145,lt100,7,2,MALEtoMARRIEDorWIDOWED,NONE,1,CARtoOTHER,24,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,YES,YES
2,lt0,24,BADtoCREDIT,CARtoNEW,1199,lt100,8,4,MALEtoMARRIEDorWIDOWED,NONE,4,CARtoOTHER,60,NONE,OWN,2,UNSKILLEDtoRESIDENT,1,NONE,YES
2,lt0,12,BADtoCREDIT,CARtoNEW,3499,lt100,4,3,FEMALEtoDIVORCEDtoMARRIED,COtoAPPLICANT,2,REALtoESTATE,29,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,lt0,12,BADtoCREDIT,CARtoNEW,4843,lt100,8,3,MALEtoMARRIEDorWIDOWED,COtoAPPLICANT,4,SAVINGStoLIFEtoINSURANCE,43,NONE,RENT,2,SKILLEDtoEMPLOYEE,1,YES,YES
2,lt0,12,BADtoCREDIT,CARtoNEW,691,lt100,8,4,MALEtoMARRIEDorWIDOWED,NONE,3,SAVINGStoLIFEtoINSURANCE,35,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,lt0,18,BADtoCREDIT,CARtoNEW,3966,lt100,8,1,FEMALEtoDIVORCEDtoMARRIED,NONE,4,REALtoESTATE,33,BANK,RENT,3,SKILLEDtoEMPLOYEE,1,YES,YES
2,lt0,20,BADtoCREDIT,CARtoNEW,2235,lt100,4,4,MALEtoMARRIEDtoWIDOWED,GUARANTOR,2,SAVINGStoLIFEtoINSURANCE,33,BANK,RENT,2,SKILLEDtoEMPLOYEE,1,NONE,NO
2,lt0,16,BADtoCREDIT,CARtoNEW,2625,lt100,8,2,MALEtoMARRIEDorWIDOWED,GUARANTOR,4,SAVINGStoLIFEtoINSURANCE,43,BANK,RENT,1,SKILLEDtoEMPLOYEE,1,YES,YES
2,lt0,48,BADtoCREDIT,CARtoUSED,6143,lt100,8,4,FEMALEtoDIVORCEDtoMARRIED,NONE,4,UNKNOWN,58,STORES,FREE,2,UNSKILLEDtoRESIDENT,1,NONE,YES
2,lt0,48,BADtoCREDIT,CARtoUSED,6331,lt100,8,4,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,46,NONE,FREE,2,SKILLEDtoEMPLOYEE,1,YES,YES
2,lt0,36,BADtoCREDIT,CARtoUSED,9629,lt100,7,4,MALEtoMARRIEDorWIDOWED,NONE,4,CARtoOTHER,24,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,YES,YES
2,lt0,36,BADtoCREDIT,FURNITURE,6229,lt100,1,4,FEMALEtoDIVORCEDtoMARRIED,COtoAPPLICANT,4,UNKNOWN,23,NONE,RENT,2,UNSKILLEDtoRESIDENT,1,YES,YES
2,lt0,33,BADtoCREDIT,FURNITURE,4281,500to1000,4,1,FEMALEtoDIVORCEDtoMARRIED,NONE,4,CARtoOTHER,23,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,lt0,6,BADtoCREDIT,FURNITURE,3384,lt100,4,1,MALEtoDIVORCED,NONE,4,REALtoESTATE,44,NONE,RENT,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,lt0,12,BADtoCREDIT,FURNITURE,2246,lt100,8,3,MALEtoMARRIEDorWIDOWED,NONE,3,SAVINGStoLIFEtoINSURANCE,60,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,lt0,18,BADtoCREDIT,FURNITURE,2124,lt100,4,4,FEMALEtoDIVORCEDtoMARRIED,NONE,4,REALtoESTATE,24,NONE,RENT,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,lt0,18,BADtoCREDIT,REPAIRS,1190,lt100,0,2,FEMALEtoDIVORCEDtoMARRIED,NONE,4,UNKNOWN,55,NONE,FREE,3,UNSKILLEDtoNONtoRESIDENT,2,NONE,YES
2,lt0,36,BADtoCREDIT,EDUCATION,8065,lt100,4,3,FEMALEtoDIVORCEDtoMARRIED,NONE,2,UNKNOWN,25,NONE,OWN,2,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,lt0,40,BADtoCREDIT,EDUCATION,5998,lt100,4,4,MALEtoMARRIEDorWIDOWED,NONE,3,UNKNOWN,27,BANK,OWN,1,SKILLEDtoEMPLOYEE,1,YES,YES
2,0to200,18,NOtoCREDIT,CARtoNEW,2278,100to500,1,3,FEMALEtoDIVORCEDtoMARRIED,NONE,3,CARtoOTHER,28,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,15,NOtoCREDIT,CARtoNEW,1778,lt100,1,2,FEMALEtoDIVORCEDtoMARRIED,NONE,1,REALtoESTATE,26,NONE,RENT,2,UNSKILLEDtoNONtoRESIDENT,1,NONE,YES
2,0to200,48,NOtoCREDIT,OTHER,18424,lt100,4,1,FEMALEtoDIVORCEDtoMARRIED,NONE,2,SAVINGStoLIFEtoINSURANCE,32,BANK,OWN,1,MANAGEMENTtoSELFEMPLOYED,1,YES,NO
2,0to200,12,NOtoCREDIT,FURNITURE,2969,lt100,1,4,FEMALEtoDIVORCEDtoMARRIED,NONE,3,SAVINGStoLIFEtoINSURANCE,25,NONE,RENT,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,36,NOtoCREDIT,HIFI,3804,lt100,4,4,FEMALEtoDIVORCEDtoMARRIED,NONE,1,CARtoOTHER,42,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,YES,YES
2,0to200,36,NOtoCREDIT,BUSINESS,1953,lt100,8,4,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,61,NONE,FREE,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,48,NOtoCREDIT,BUSINESS,14421,lt100,4,2,MALEtoMARRIEDorWIDOWED,NONE,2,CARtoOTHER,25,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,YES,YES
2,0to200,54,NOtoCREDIT,BUSINESS,15945,lt100,1,3,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,58,NONE,RENT,1,SKILLEDtoEMPLOYEE,1,YES,YES
2,0to200,48,NOtoCREDIT,BUSINESS,3844,100to500,7,4,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,34,NONE,FREE,1,UNSKILLEDtoRESIDENT,2,NONE,YES
2,0to200,27,NOtoCREDIT,BUSINESS,8318,lt100,8,2,FEMALEtoDIVORCEDtoMARRIED,NONE,4,UNKNOWN,42,NONE,FREE,2,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,24,NOtoCREDIT,BUSINESS,4241,lt100,4,1,MALEtoMARRIEDorWIDOWED,NONE,4,REALtoESTATE,36,NONE,OWN,3,UNSKILLEDtoRESIDENT,1,YES,YES
2,0to200,30,NOtoCREDIT,BUSINESS,4280,100to500,4,4,FEMALEtoDIVORCEDtoMARRIED,NONE,4,CARtoOTHER,26,NONE,RENT,2,UNSKILLEDtoRESIDENT,1,NONE,YES
2,0to200,15,PAIDBACKtoCREDIT,CARtoNEW,6850,100to500,0,1,MALEtoMARRIEDorWIDOWED,NONE,2,SAVINGStoLIFEtoINSURANCE,34,NONE,OWN,1,MANAGEMENTtoSELFEMPLOYED,2,YES,YES
2,0to200,6,PAIDBACKtoCREDIT,CARtoNEW,931,100to500,1,1,FEMALEtoDIVORCEDtoMARRIED,NONE,1,SAVINGStoLIFEtoINSURANCE,32,STORES,OWN,1,UNSKILLEDtoRESIDENT,1,NONE,YES
2,0to200,9,PAIDBACKtoCREDIT,CARtoNEW,1437,100to500,7,2,MALEtoMARRIEDorWIDOWED,NONE,3,UNKNOWN,29,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,15,PAIDBACKtoCREDIT,CARtoNEW,1264,100to500,4,2,MALEtoMARRIEDtoWIDOWED,NONE,2,SAVINGStoLIFEtoINSURANCE,25,NONE,RENT,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,9,PAIDBACKtoCREDIT,CARtoUSED,5129,lt100,8,2,FEMALEtoDIVORCEDtoMARRIED,NONE,4,UNKNOWN,74,BANK,FREE,1,MANAGEMENTtoSELFEMPLOYED,2,YES,YES
2,0to200,60,PAIDBACKtoCREDIT,OTHER,14782,100to500,8,3,FEMALEtoDIVORCEDtoMARRIED,NONE,4,UNKNOWN,60,BANK,FREE,2,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,24,PAIDBACKtoCREDIT,EDUCATION,1837,lt100,7,4,FEMALEtoDIVORCEDtoMARRIED,NONE,4,UNKNOWN,34,BANK,FREE,1,UNSKILLEDtoRESIDENT,1,NONE,YES
2,0to200,6,PAIDBACKtoCREDIT,EDUCATION,433,gt1000,1,4,FEMALEtoDIVORCEDtoMARRIED,NONE,2,SAVINGStoLIFEtoINSURANCE,24,BANK,RENT,1,SKILLEDtoEMPLOYEE,2,NONE,YES
2,0to200,48,PAIDBACKtoCREDIT,BUSINESS,6416,lt100,8,4,FEMALEtoDIVORCEDtoMARRIED,NONE,3,UNKNOWN,59,NONE,RENT,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,12,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,1295,lt100,1,3,FEMALEtoDIVORCEDtoMARRIED,NONE,1,CARtoOTHER,25,NONE,RENT,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,6,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,14555,UNKNOWN,0,1,MALEtoMARRIEDorWIDOWED,NONE,2,SAVINGStoLIFEtoINSURANCE,23,NONE,OWN,1,UNSKILLEDtoNONtoRESIDENT,1,YES,YES
2,0to200,30,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,2150,lt100,4,4,FEMALEtoDIVORCEDtoMARRIED,GUARANTOR,2,UNKNOWN,24,BANK,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,12,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,685,lt100,7,2,MALEtoMARRIEDtoWIDOWED,NONE,3,CARtoOTHER,25,BANK,OWN,1,UNSKILLEDtoRESIDENT,1,NONE,YES
2,0to200,60,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,7408,100to500,1,4,FEMALEtoDIVORCEDtoMARRIED,NONE,2,SAVINGStoLIFEtoINSURANCE,24,NONE,OWN,1,MANAGEMENTtoSELFEMPLOYED,1,NONE,YES
2,0to200,24,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,1246,lt100,1,4,MALEtoMARRIEDorWIDOWED,NONE,2,REALtoESTATE,23,STORES,OWN,1,UNSKILLEDtoRESIDENT,1,NONE,YES
2,0to200,36,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,14318,lt100,8,4,MALEtoMARRIEDorWIDOWED,NONE,2,UNKNOWN,57,NONE,FREE,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,12,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,1223,lt100,8,1,MALEtoDIVORCED,NONE,1,REALtoESTATE,46,NONE,RENT,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,18,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,1042,UNKNOWN,4,4,FEMALEtoDIVORCEDtoMARRIED,NONE,2,SAVINGStoLIFEtoINSURANCE,33,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,15,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,2631,100to500,4,2,FEMALEtoDIVORCEDtoMARRIED,NONE,4,CARtoOTHER,28,NONE,RENT,2,SKILLEDtoEMPLOYEE,1,YES,YES
2,0to200,36,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,12389,UNKNOWN,4,1,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,37,NONE,FREE,1,SKILLEDtoEMPLOYEE,1,YES,YES
2,0to200,24,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,2718,lt100,4,3,FEMALEtoDIVORCEDtoMARRIED,NONE,4,SAVINGStoLIFEtoINSURANCE,20,NONE,RENT,1,UNSKILLEDtoRESIDENT,1,YES,YES
2,0to200,24,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,1355,lt100,1,3,FEMALEtoDIVORCEDtoMARRIED,NONE,4,CARtoOTHER,25,NONE,OWN,1,UNSKILLEDtoRESIDENT,1,YES,YES
2,0to200,12,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,888,lt100,8,4,MALEtoMARRIEDorWIDOWED,NONE,4,CARtoOTHER,41,BANK,OWN,1,UNSKILLEDtoRESIDENT,2,NONE,YES
2,0to200,48,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,6560,100to500,7,3,MALEtoMARRIEDorWIDOWED,NONE,2,SAVINGStoLIFEtoINSURANCE,24,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,60,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,14027,lt100,7,4,MALEtoMARRIEDorWIDOWED,NONE,2,UNKNOWN,27,NONE,OWN,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,12,PAIDBACKtoCREDITtoOUTSTANDING,CARtoNEW,836,100to500,1,4,FEMALEtoDIVORCEDtoMARRIED,NONE,2,SAVINGStoLIFEtoINSURANCE,23,BANK,OWN,1,UNSKILLEDtoRESIDENT,1,NONE,YES
2,0to200,24,PAIDBACKtoCREDITtoOUTSTANDING,CARtoUSED,12579,lt100,8,4,FEMALEtoDIVORCEDtoMARRIED,NONE,2,UNKNOWN,44,NONE,FREE,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,36,PAIDBACKtoCREDITtoOUTSTANDING,CARtoUSED,9398,lt100,1,1,MALEtoMARRIEDtoWIDOWED,NONE,4,CARtoOTHER,28,NONE,RENT,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,18,PAIDBACKtoCREDITtoOUTSTANDING,CARtoUSED,12976,lt100,0,3,FEMALEtoDIVORCEDtoMARRIED,NONE,4,UNKNOWN,38,NONE,FREE,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,24,PAIDBACKtoCREDITtoOUTSTANDING,CARtoUSED,11560,lt100,4,1,FEMALEtoDIVORCEDtoMARRIED,NONE,4,CARtoOTHER,23,NONE,RENT,2,MANAGEMENTtoSELFEMPLOYED,1,NONE,YES
2,0to200,24,PAIDBACKtoCREDITtoOUTSTANDING,CARtoUSED,4113,500to1000,1,3,FEMALEtoDIVORCEDtoMARRIED,NONE,4,CARtoOTHER,28,NONE,RENT,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,24,PAIDBACKtoCREDITtoOUTSTANDING,OTHER,11328,lt100,4,2,MALEtoMARRIEDorWIDOWED,COtoAPPLICANT,3,CARtoOTHER,29,BANK,OWN,2,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,18,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,1924,UNKNOWN,1,4,FEMALEtoDIVORCEDtoMARRIED,NONE,3,REALtoESTATE,27,NONE,RENT,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,12,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,951,100to500,1,4,FEMALEtoDIVORCEDtoMARRIED,NONE,4,CARtoOTHER,27,BANK,RENT,4,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,48,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,9960,lt100,1,1,FEMALEtoDIVORCEDtoMARRIED,NONE,2,CARtoOTHER,26,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,YES,YES
2,0to200,8,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,1237,lt100,4,3,FEMALEtoDIVORCEDtoMARRIED,NONE,4,REALtoESTATE,24,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,9,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,959,lt100,4,1,FEMALEtoDIVORCEDtoMARRIED,NONE,2,CARtoOTHER,29,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,NO
2,0to200,12,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,2762,UNKNOWN,8,1,FEMALEtoDIVORCEDtoMARRIED,NONE,2,SAVINGStoLIFEtoINSURANCE,25,BANK,OWN,1,SKILLEDtoEMPLOYEE,1,YES,YES
2,0to200,36,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,9034,100to500,1,4,MALEtoMARRIEDorWIDOWED,COtoAPPLICANT,1,UNKNOWN,29,NONE,RENT,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,9,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,918,lt100,4,4,FEMALEtoDIVORCEDtoMARRIED,NONE,1,SAVINGStoLIFEtoINSURANCE,30,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,30,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,3441,100to500,4,2,FEMALEtoDIVORCEDtoMARRIED,COtoAPPLICANT,4,CARtoOTHER,21,NONE,RENT,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,12,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,1922,lt100,4,4,MALEtoMARRIEDorWIDOWED,NONE,2,SAVINGStoLIFEtoINSURANCE,37,NONE,OWN,1,UNSKILLEDtoRESIDENT,1,NONE,YES
2,0to200,24,PAIDBACKtoCREDITtoOUTSTANDING,FURNITURE,4057,lt100,7,3,MALEtoDIVORCED,NONE,3,CARtoOTHER,43,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,YES,YES
2,0to200,48,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,5951,lt100,4,2,FEMALEtoDIVORCEDtoMARRIED,NONE,2,REALtoESTATE,22,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,12,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,6468,UNKNOWN,0,2,MALEtoMARRIEDorWIDOWED,NONE,1,UNKNOWN,52,NONE,OWN,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,12,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,766,500to1000,4,4,MALEtoMARRIEDorWIDOWED,NONE,3,REALtoESTATE,66,NONE,OWN,1,UNSKILLEDtoRESIDENT,1,NONE,YES
2,0to200,45,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,3031,100to500,4,4,MALEtoMARRIEDorWIDOWED,GUARANTOR,4,SAVINGStoLIFEtoINSURANCE,21,NONE,RENT,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,48,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,10961,gt1000,7,1,MALEtoMARRIEDorWIDOWED,COtoAPPLICANT,2,UNKNOWN,27,BANK,OWN,2,SKILLEDtoEMPLOYEE,1,YES,YES
2,0to200,15,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,802,lt100,8,4,MALEtoMARRIEDorWIDOWED,NONE,3,CARtoOTHER,37,NONE,OWN,1,SKILLEDtoEMPLOYEE,2,NONE,YES
2,0to200,48,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,3060,lt100,7,4,MALEtoMARRIEDorWIDOWED,NONE,4,REALtoESTATE,28,NONE,OWN,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,24,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,2039,lt100,1,1,MALEtoMARRIEDtoWIDOWED,NONE,1,SAVINGStoLIFEtoINSURANCE,22,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,YES,YES
2,0to200,12,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,1484,UNKNOWN,4,2,MALEtoMARRIEDtoWIDOWED,NONE,1,REALtoESTATE,25,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,YES,YES
2,0to200,24,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,3092,100to500,1,3,MALEtoMARRIEDtoWIDOWED,NONE,2,CARtoOTHER,22,NONE,RENT,1,SKILLEDtoEMPLOYEE,1,YES,YES
2,0to200,12,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,1534,lt100,1,1,MALEtoMARRIEDtoWIDOWED,NONE,1,REALtoESTATE,23,NONE,RENT,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,12,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,1331,lt100,1,2,MALEtoMARRIEDorWIDOWED,NONE,1,CARtoOTHER,22,STORES,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,36,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,2671,100to500,4,4,FEMALEtoDIVORCEDtoMARRIED,COtoAPPLICANT,4,UNKNOWN,50,NONE,FREE,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,72,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,5595,100to500,4,2,MALEtoMARRIEDtoWIDOWED,NONE,2,CARtoOTHER,24,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,9,PAIDBACKtoCREDITtoOUTSTANDING,HIFI,1670,lt100,1,4,FEMALEtoDIVORCEDtoMARRIED,NONE,2,CARtoOTHER,22,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,YES,YES
2,0to200,12,PAIDBACKtoCREDITtoOUTSTANDING,REPAIRS,639,lt100,4,4,MALEtoMARRIEDorWIDOWED,NONE,2,CARtoOTHER,30,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,36,PAIDBACKtoCREDITtoOUTSTANDING,REPAIRS,2384,lt100,1,4,MALEtoMARRIEDorWIDOWED,NONE,1,UNKNOWN,33,NONE,RENT,1,UNSKILLEDtoRESIDENT,1,NONE,YES
2,0to200,36,PAIDBACKtoCREDITtoOUTSTANDING,EDUCATION,12612,100to500,4,1,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,47,NONE,FREE,1,SKILLEDtoEMPLOYEE,2,YES,YES
2,0to200,60,PAIDBACKtoCREDITtoOUTSTANDING,EDUCATION,6288,lt100,4,4,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,42,NONE,FREE,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,27,PAIDBACKtoCREDITtoOUTSTANDING,BUSINESS,3915,lt100,4,4,MALEtoMARRIEDorWIDOWED,NONE,2,CARtoOTHER,36,NONE,OWN,1,SKILLEDtoEMPLOYEE,2,YES,YES
2,0to200,21,PAIDBACKtoCREDITtoOUTSTANDING,BUSINESS,2767,100to500,8,4,MALEtoDIVORCED,NONE,2,CARtoOTHER,61,BANK,RENT,2,UNSKILLEDtoRESIDENT,1,NONE,YES
2,0to200,21,PAIDBACKtoCREDITtoOUTSTANDING,BUSINESS,1188,lt100,8,2,FEMALEtoDIVORCEDtoMARRIED,NONE,4,SAVINGStoLIFEtoINSURANCE,39,NONE,OWN,1,SKILLEDtoEMPLOYEE,2,NONE,YES
2,0to200,48,PAIDBACKtoCREDITtoOUTSTANDING,BUSINESS,15672,lt100,4,2,MALEtoMARRIEDorWIDOWED,NONE,2,CARtoOTHER,23,NONE,OWN,1,SKILLEDtoEMPLOYEE,1,YES,YES
2,0to200,36,DELAYEDtoPAYBACKtoCREDIT,CARtoNEW,2225,lt100,8,4,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,57,BANK,FREE,2,SKILLEDtoEMPLOYEE,1,YES,YES
2,0to200,6,DELAYEDtoPAYBACKtoCREDIT,CARtoNEW,1209,lt100,0,4,MALEtoMARRIEDorWIDOWED,NONE,4,SAVINGStoLIFEtoINSURANCE,47,NONE,OWN,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,36,DELAYEDtoPAYBACKtoCREDIT,CARtoNEW,8086,100to500,8,2,MALEtoMARRIEDorWIDOWED,NONE,4,CARtoOTHER,42,NONE,OWN,4,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,24,DELAYEDtoPAYBACKtoCREDIT,FURNITURE,2064,lt100,0,3,FEMALEtoDIVORCEDtoMARRIED,NONE,2,SAVINGStoLIFEtoINSURANCE,34,NONE,OWN,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,18,DELAYEDtoPAYBACKtoCREDIT,FURNITURE,4297,lt100,8,4,MALEtoDIVORCED,NONE,3,UNKNOWN,40,NONE,OWN,1,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,30,DELAYEDtoPAYBACKtoCREDIT,HIFI,1919,100to500,1,4,MALEtoMARRIEDorWIDOWED,NONE,3,UNKNOWN,30,STORES,OWN,2,MANAGEMENTtoSELFEMPLOYED,1,NONE,YES
2,0to200,15,DELAYEDtoPAYBACKtoCREDIT,REPAIRS,1512,gt1000,4,3,MALEtoMARRIEDtoWIDOWED,NONE,3,SAVINGStoLIFEtoINSURANCE,61,STORES,OWN,2,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,48,DELAYEDtoPAYBACKtoCREDIT,EDUCATION,6224,lt100,8,4,MALEtoMARRIEDorWIDOWED,NONE,4,UNKNOWN,50,NONE,FREE,1,SKILLEDtoEMPLOYEE,1,NONE,YES
2,0to200,36,DELAYEDtoPAYBACKtoCREDIT,BUSINESS,4455,lt100,4,2,MALEtoDIVORCED,NONE,2,REALtoESTATE,30,STORES,OWN,2,MANAGEMENTtoSELFEMPLOYED,1,YES,YES
2,0to200,30,BADtoCREDIT,CARtoNEW,5234,lt100,0,4,MALEtoMARRIEDtoWIDOWED,NONE,2,CARtoOTHER,28,NONE,OWN,2,MANAGEMENTtoSELFEMPLOYED,1,NONE,YES
2,0to200,18,BADtoCREDIT,CARtoNEW,884,lt100,8,4,MALEtoMARRIEDorWIDOWED,NONE,4,CARtoOTHER,36,BANK,OWN,1,SKILLEDtoEMPLOYEE,2,YES,YES
2,0to200,30,BADtoCREDIT,CARtoNEW,4249,lt100,0,4,MALEtoMARRIEDtoWIDOWED,NONE,2,CARtoOTHER,28,NONE,OWN,2,MANAGEMENTtoSELFEMPLOYED,1,NONE,YES
