id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
2624,0.987898,tcp,-,FIN,24,58,1136,53744,81.992271,62,252,8818.724609,427720.2813,7,27,42.952086,16.921614,2003.481516,1239.074085,255,147002023,89169114,255,0.075652,0.022879,0.052773,47,927,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1
2625,5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,20,2,20,20,6,20,0,0,0,20,20,0,1
2626,1.317142,tcp,http,FIN,60,14,68197,612,55.423029,254,252,407312.1875,3455.967529,27,1,21.822729,94.927,2140.780632,109.930906,255,1901886187,4257951359,255,0.127273,0.083085,0.044188,1137,44,1,0,2,1,1,1,1,1,0,0,1,3,2,0,0
2627,7.00E-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,3,3,3,3,0,0,0,3,14,0,1
2628,2.00E-06,sat-mon,-,INT,2,0,200,0,100000.0025,254,0,80000000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,100,0,0,0,19,2,4,4,4,4,0,0,0,4,18,0,1
2629,8.00E-06,unas,-,INT,2,0,200,0,90909.0902,254,0,72727272,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,100,0,0,0,10,2,5,4,4,4,0,0,0,4,10,0,1
2630,1.19917,tcp,http,FIN,12,18,1580,10168,24.183394,31,29,9666.686523,64070.98438,3,5,108.97918,70.509648,11201.35831,9019.468146,255,2500347713,2501361905,255,0.000634,0.000499,0.000135,132,565,1,3924,1,0,5,1,1,1,0,0,1,1,1,0,0
2631,1.201112,tcp,smtp,FIN,20,20,2640,1802,32.46991,62,252,16704.51953,11402.7666,7,8,63.216424,61.022738,2985.786555,66.952336,255,642810461,951866130,255,0.094784,0.041052,0.053732,132,90,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
2632,3.00E-06,tcp,-,REQ,2,0,90,0,333333.3215,254,0,119999992,0,1,0,0.003,0,0,0,255,0,0,0,0,0,0,45,0,0,0,1,6,1,1,1,1,0,0,0,1,1,0,0
2633,0.572438,tcp,-,CON,6,2,998,86,12.228398,62,252,11627.45996,600.938416,2,1,114.4876,0.01,6710.377088,0,255,199077761,1467789046,255,0.461388,0.410978,0.05041,166,43,0,0,3,3,1,1,1,3,0,0,0,1,3,0,0
2634,5.00E-06,udp,-,INT,2,0,1654,0,200000.0051,254,0,1323200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,827,0,0,0,3,2,2,2,1,2,0,0,0,2,2,0,0
2635,0.265098,tcp,-,FIN,20,8,17286,354,101.849125,254,252,495575.2188,9355.03125,7,1,13.136421,30.416143,1034.484066,48.201551,255,311477018,2960832941,255,0.110422,0.052182,0.05824,864,44,0,0,7,1,2,2,1,7,0,0,0,3,7,0,0
2636,4.00E-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,7,7,4,7,0,0,0,7,14,0,1
2637,1.30E-05,udp,-,INT,2,0,1388,0,76923.07779,254,0,427076928,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,694,0,0,0,6,2,1,1,1,1,0,0,0,1,2,0,1
2638,7.00E-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,16,2,3,3,3,3,0,0,0,3,16,0,1
2639,0.590396,tcp,-,FIN,10,6,534,268,25.406677,254,252,6517.659668,3035.250977,2,1,63.013222,100.131398,3538.872128,159.105922,255,2720320021,2896408720,255,0.146911,0.089729,0.057182,53,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
2640,0.672549,tcp,http,FIN,10,6,898,268,22.303207,254,252,9623.09082,2664.489746,2,1,74.670222,112.219,4008.011365,159.099719,255,3595735884,2858344726,255,0.311123,0.111443,0.19968,90,45,1,0,1,1,1,1,1,1,0,0,1,2,1,0,1
2641,0.42525,tcp,-,CON,6,2,998,86,16.460906,62,252,15651.96973,808.935913,2,1,85.05,0.004,4837.073875,0,255,1399261148,3719430949,255,0.327965,0.246349,0.081616,166,43,0,0,4,3,2,2,1,4,0,0,0,2,4,0,0
2642,9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,35,2,19,19,14,35,0,0,0,19,35,0,1
2643,8.00E-06,wb-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,1
2644,9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,25,2,27,25,25,28,0,0,0,26,25,0,1
2645,3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,20,2,18,18,18,20,0,0,0,18,20,0,1
2646,0.943952,tcp,-,FIN,20,8,17286,354,28.603149,254,252,139176.5625,2627.252197,7,1,47.350369,124.103289,3890.399644,196.100547,255,245197048,672663888,255,0.140779,0.075221,0.065558,864,44,0,0,2,1,2,1,1,2,0,0,0,1,3,0,0
2647,1.731055,tcp,-,FIN,10,8,564,354,9.820601,254,252,2347.701172,1432.652344,2,1,188.118778,228.909422,12826.05009,334.092969,255,4071752720,1256280955,255,0.197287,0.128682,0.068605,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
2648,1.00E-05,udp,-,INT,2,0,1382,0,100000.0025,254,0,552800000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,691,0,0,0,39,2,15,15,1,39,0,0,0,15,39,0,1
2649,1.00E-05,udp,-,INT,2,0,1494,0,100000.0025,254,0,597600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,747,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,0
2650,5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,16,2,16,16,16,16,0,0,0,16,16,0,1
2651,0.405271,tcp,-,FIN,28,30,5080,3080,140.646631,31,29,96705.66406,58785.35547,7,7,14.997926,13.954655,859.206695,22.083764,255,3651503619,1528954425,255,0.000745,0.000582,0.000163,181,103,0,0,5,0,4,1,1,1,0,0,0,3,11,0,0
2652,1.011801,tcp,-,FIN,10,8,534,354,16.801723,254,252,3803.119385,2451.074951,2,1,112.422333,129.589711,6241.781056,254.845516,255,2169649134,2502133903,255,0.176127,0.08287,0.093257,53,44,0,0,4,1,1,1,1,3,0,0,0,2,3,0,0
2653,0.787366,tcp,http,FIN,10,10,816,1420,24.131091,62,252,7467.9375,12985.06738,2,2,87.485111,78.866445,5840.395799,129.649719,255,118042410,2129053790,255,0.159417,0.076678,0.082739,82,142,1,154,3,1,2,2,2,3,0,0,4,2,3,0,0
2654,1.00884,tcp,http,FIN,14,18,1684,10168,30.728362,31,29,12402.36328,76158.75781,3,5,77.573233,59.315647,8766.684634,7675.80513,255,842933622,843929674,255,0.000619,0.00047,0.000149,120,565,1,3924,1,0,3,1,1,1,0,0,1,1,1,0,0
2655,8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,37,37,21,43,0,0,0,37,43,0,1
2656,1.00E-05,udp,-,INT,2,0,702,0,100000.0025,254,0,280800000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,351,0,0,0,29,2,6,6,1,28,0,0,0,7,28,0,0
2657,0.031661,tcp,-,FIN,122,126,7808,15182,7801.396014,31,29,1956729.125,3805817.75,30,32,0.258843,0.249088,16.213085,14.292314,255,750940863,2901493709,255,0.000658,0.00052,0.000138,64,120,0,0,4,0,3,1,1,1,0,0,0,3,4,0,0
2658,5.957744,tcp,-,CON,12,4,1996,172,2.517731,62,252,2457.305908,173.219925,6,3,541.613102,1859.061375,47269.5722,2629.1035,255,2193902909,3984305609,255,0.145827,0.102153,0.043674,166,43,0,0,6,3,4,4,2,6,0,0,0,4,6,0,0
2659,0.996948,tcp,-,FIN,10,8,556,354,17.052043,254,252,4020.269775,2487.592041,2,1,110.772,130.97657,7071.689302,182.272172,255,3471622519,996318191,255,0.145747,0.079367,0.06638,56,44,0,0,5,1,1,1,1,5,0,0,0,1,5,0,0
2660,6.00E-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,13,2,3,3,2,3,0,0,0,3,13,0,1
2661,0.250867,tcp,-,CON,6,2,998,86,27.903231,62,252,26531.98633,1371.244507,2,1,50.1734,0.006,2686.206677,0,255,3130557900,2820889152,255,0.07731,0.041919,0.035391,166,43,0,0,5,3,1,1,1,5,0,0,0,1,5,0,0
2662,1.10E-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,7,7,4,7,0,0,0,9,7,0,1
2663,1.10E-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,7,7,4,7,0,0,0,9,7,0,1
2664,0.79352,tcp,http,FIN,10,8,838,1098,21.423531,62,252,7611.654785,9688.476562,2,2,88.168889,93.646859,4848.853736,198.195437,255,259785044,2184523297,255,0.185519,0.113738,0.071781,84,137,1,142,2,1,2,2,2,3,0,0,4,2,2,0,0
2665,5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,43,43,25,43,0,0,0,44,43,0,1
2666,5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,25,25,25,33,0,0,0,27,33,0,1
2667,2.687007,tcp,-,FIN,16,14,894,762,10.792678,254,252,2497.946533,2107.921631,5,4,179.1338,197.617844,11659.71815,312.781625,255,1508661909,2772476033,255,0.226694,0.093711,0.132983,56,54,0,0,2,1,1,1,1,1,0,0,0,1,1,0,0
2668,0.013864,tcp,-,FIN,16,18,1540,1644,2380.265379,31,29,833237.125,896133.875,4,4,0.9046,0.787882,62.061559,1.399875,255,3686305855,3693833642,255,0.000583,0.000463,0.00012,96,91,0,0,15,0,14,6,1,6,0,0,0,13,13,0,0
2669,0.001053,udp,dns,CON,2,2,146,178,2849.002888,31,29,554605.875,676163.375,0,0,0.011,0.008,0,0,0,0,0,0,0,0,0,73,89,0,0,1,0,5,1,1,1,0,0,0,1,2,0,0
2670,0.734619,tcp,http,FIN,18,16,5764,4394,44.921244,62,252,59285.15234,44866.79297,6,6,43.212882,48.128398,2058.474667,56.221453,255,1758398169,522621909,255,0.06145,0.011989,0.049461,320,275,2,0,2,1,1,1,1,1,0,0,0,1,1,0,1
2671,0.768677,tcp,-,FIN,10,8,2516,354,22.115921,254,252,23572.9707,3226.322754,2,1,85.296,97.153289,4418.640002,179.710688,255,1615219336,3421977655,255,0.171349,0.088597,0.082752,252,44,0,0,8,1,1,1,1,3,0,0,0,3,3,0,0
2672,0.280644,tcp,-,CON,6,2,998,86,24.942632,62,252,23716.87891,1225.752197,2,1,56.1288,0.005,3197.998341,0,255,195384111,3640579565,255,0.217045,0.188851,0.028194,166,43,0,0,7,3,2,2,1,5,0,0,0,3,5,0,0
2673,3.00E-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,11,2,5,4,4,5,0,0,0,8,11,0,1
2674,8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,24,2,22,22,22,24,0,0,0,22,24,0,1
2675,0.793143,tcp,-,FIN,122,126,7814,15296,311.419262,31,29,78170.01563,153061.9375,30,32,6.551669,6.34148,430.624263,426.936549,255,3649498142,1505593061,255,0.000585,0.000454,0.000131,64,121,0,0,5,0,2,1,1,1,0,0,0,3,2,0,0
2676,4.00E-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,11,2,3,3,3,3,0,0,0,3,11,0,1
2677,4.00E-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,11,2,7,7,4,7,0,0,0,7,11,0,1
2678,0.001155,udp,dns,CON,2,2,146,178,2597.402716,31,29,505627.7188,616450.25,0,0,0.012,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,2,0,8,1,1,1,0,0,0,2,2,0,0
2679,1.073718,tcp,http,FIN,12,18,1580,10168,27.008955,31,29,10796.13086,71556.96875,3,5,97.577636,63.129473,9553.968067,7692.974533,255,3374572999,3375648334,255,0.000647,0.000513,0.000134,132,565,1,3924,4,0,3,2,1,1,0,0,1,14,1,0,0
2680,1.208415,tcp,-,FIN,42,188,2042,228522,189.504429,62,252,13200.7627,1504827.375,6,92,29.473537,6.425417,1501.115941,727.19485,255,373599370,1855840532,255,0.054158,0.006112,0.048046,49,1216,0,0,2,1,2,1,1,2,0,0,0,2,2,0,1
2681,1.255789,tcp,http,FIN,14,18,1684,10168,24.685675,31,29,9963.457031,61182.25,3,5,96.502692,73.836412,8907.867057,7886.691366,255,2343234888,194724949,255,0.000713,0.000566,0.000147,120,565,1,3924,2,0,4,1,1,1,0,0,1,1,2,0,0
2682,8.00E-06,vmtp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,1,1,4,0,0,0,2,3,0,1
2683,2.170505,tcp,-,FIN,18,18,1666,1638,16.125279,62,252,5801.414551,5701.898926,6,5,127.602647,125.934234,10587.09837,254.085625,255,781242078,344728376,255,0.064319,0.029615,0.034704,93,91,0,0,4,1,5,4,1,4,0,0,0,47,5,0,1
2684,9.00E-06,cftp,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,1
2685,3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,29,2,16,16,16,29,0,0,0,16,29,0,1
2686,1.17945,tcp,-,FIN,16,12,3396,678,22.892025,254,252,21596.50586,4218.915527,4,4,78.6236,102.76582,4367.36584,146.369234,255,977338572,1435759778,255,0.098014,0.049018,0.048996,212,57,0,0,6,1,1,1,1,4,0,0,0,1,4,0,0
2687,0.601002,tcp,-,FIN,10,6,514,268,24.958321,254,252,6163.041504,2981.687256,2,1,63.055444,105.962797,3179.019395,150.688266,255,1737154086,3844680201,255,0.148497,0.07118,0.077317,51,45,0,0,6,1,1,2,1,3,0,0,0,2,3,0,0
2688,1.00E-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,43,43,18,43,0,0,0,43,43,0,1
2689,1.463266,tcp,http,FIN,14,18,1684,10168,21.185485,31,29,8550.735352,52507.19922,3,5,112.52569,86.044529,9697.258034,8488.372532,255,3648919472,3829342314,255,0.000648,0.000504,0.000144,120,565,1,3924,3,0,3,2,1,1,0,0,1,5,1,0,0
2690,10.536401,tcp,-,REQ,4,0,180,0,0.284727,254,0,102.501793,0,3,0,3512.13375,0,4966.9,0,255,0,0,0,0,0,0,45,0,0,0,36,6,18,2,2,32,0,0,0,22,32,0,0
2691,6.00E-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,59,2,17,17,8,59,0,0,0,17,59,0,1
2692,1.005692,tcp,http,FIN,12,18,1580,10168,28.835866,31,29,11526.3916,76397.14844,3,5,91.395456,59.125645,9529.968838,7675.15289,255,2590194096,2591241583,255,0.000712,0.000552,0.00016,132,565,1,3924,2,0,4,2,1,2,0,0,1,10,2,0,0
2693,0.001064,udp,dns,CON,2,2,146,178,2819.548997,31,29,548872.1875,669172.9375,0,0,0.01,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,2,0,3,2,1,1,0,0,0,2,3,0,0
2694,0.373962,tcp,http,FIN,10,8,774,1120,45.459166,62,252,14910.60645,20964.69727,2,2,41.551333,46.55443,2052.58674,59.156766,255,2907688688,1797386536,255,0.085981,0.047386,0.038595,77,140,1,161,1,1,1,1,1,1,0,0,1,1,1,0,1
2695,4.00E-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,100,0,0,0,14,2,6,6,6,6,0,0,0,9,14,0,1
2696,0.655866,tcp,-,FIN,8,12,680,3762,28.969331,62,252,42069.56641,7257.57959,1,3,84.04257,59.570364,153.297781,4061.098732,255,4194451970,1230916457,255,0,0,0,85,314,0,0,6,1,1,1,1,1,0,0,0,4,2,0,1
2697,0.001071,udp,dns,CON,2,2,132,164,2801.120432,31,29,492997.1875,612511.6875,0,0,0.011,0.008,0,0,0,0,0,0,0,0,0,66,82,0,0,4,0,2,1,1,2,0,0,0,12,1,0,0
2698,1.247961,tcp,-,FIN,10,8,532,354,13.62222,254,252,3070.608643,1987.241577,2,1,135.553556,168.487141,9118.941898,240.599609,255,2966859114,2637301107,255,0.14797,0.068544,0.079426,53,44,0,0,4,1,1,1,1,1,0,0,0,2,1,0,1
2699,0.938547,tcp,-,FIN,10,8,564,354,18.113104,254,252,4330.097168,2642.382324,2,1,99.998333,125.48257,6971.715825,175.274812,255,1154908593,2575086030,255,0.12514,0.060161,0.064979,56,44,0,0,11,1,1,1,1,2,0,0,0,4,2,0,1
2700,1.485518,tcp,http,FIN,10,10,798,1150,12.790151,62,252,3872.050049,5573.813477,2,2,165.057556,143.568328,8916.822808,310.972719,255,71424407,3945733115,255,0.297444,0.16679,0.130654,80,115,1,129,2,1,4,1,1,2,0,0,1,1,2,0,0
2701,0.022106,tcp,-,FIN,46,48,2854,30622,4207.002759,31,29,1010404.438,10851353,7,17,0.484,0.459915,35.298221,33.851685,255,982182208,3144502713,255,0.000621,0.000483,0.000138,62,638,0,0,9,0,1,1,1,1,0,0,0,1,8,0,0
2702,0.857056,tcp,-,FIN,10,8,1002,354,19.835343,254,252,8419.519531,2893.626465,2,1,95.122111,115.880141,5149.881804,222.484156,255,533500256,1363078172,255,0.094719,0.045884,0.048835,100,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,1
2703,1.10E-05,udp,-,INT,2,0,1474,0,90909.0902,254,0,536000000,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,737,0,0,0,2,2,1,1,1,1,0,0,0,1,2,0,1
2704,0.271804,tcp,http,FIN,10,10,814,4354,69.903311,254,252,21574.36914,115347.8203,2,3,30.200444,26.534778,1600.894233,1896.135689,255,4218130233,1161648742,255,0.063479,0.017129,0.04635,81,435,1,1734,2,1,1,1,1,2,0,0,1,1,1,0,1
2705,0.198743,tcp,http,FIN,10,6,926,268,75.474356,254,252,33570.99219,9016.669922,2,1,20.335222,37.009602,1083.21533,62.373922,255,4104722690,2379684936,255,0.059217,0.013693,0.045524,93,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
2706,0.365825,tcp,http,FIN,10,18,830,16746,73.805782,62,252,16335.67969,345870.2813,2,7,40.647222,18.655411,2090.312149,1613.348921,255,2504901936,880078904,255,0.084546,0.047997,0.036549,83,930,1,7750,1,1,1,1,1,1,0,0,1,1,1,0,1
2707,4.00E-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,39,2,12,12,12,39,0,0,0,12,39,0,1
2708,9.00E-06,tcp,-,REQ,2,0,90,0,111111.1072,254,0,40000000,0,1,0,0.009,0,0,0,255,0,0,0,0,0,0,45,0,0,0,10,6,1,1,1,15,0,0,0,4,5,0,0
2709,0.753553,tcp,-,FIN,32,14,28182,764,59.717102,254,252,289848.25,7537.625488,13,4,24.308162,52.298152,1769.805936,80.354516,255,2244292256,2522783990,255,0.138785,0.073,0.065785,881,55,0,0,5,1,1,1,1,4,0,0,0,1,5,0,0
2710,3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,24,2,24,24,24,24,0,0,0,24,24,0,1
2711,0.021327,tcp,smtp,FIN,52,42,37268,3380,4360.669551,31,29,13711070,1237867.5,18,8,0.411176,0.506439,22.049726,0.872524,255,3901621998,3902717279,255,0.000705,0.000556,0.000149,717,80,0,0,1,0,3,1,1,1,0,0,0,6,2,0,0
2712,0.001754,udp,-,CON,4,4,512,304,3990.878066,31,29,1751425.375,1039908.813,0,0,0.452,0.221667,0.631448,0.305712,0,0,0,0,0,0,0,128,76,0,0,3,0,11,1,1,3,0,0,0,4,7,0,0
2713,0.00888,tcp,-,FIN,36,38,2334,16290,8220.721063,31,29,2045045.125,14290091,7,12,0.2446,0.223703,14.213975,13.003913,255,2167608582,18342523,255,0.000727,0.000592,0.000135,65,429,0,0,11,0,2,1,1,1,0,0,0,5,5,0,0
2714,3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,45,2,31,31,18,45,0,0,0,31,45,0,1
2715,6.00E-06,vines,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,1
2716,0.750052,tcp,http,FIN,10,8,852,1278,22.665096,62,252,8180.766602,11935.17285,2,2,83.339111,98.97357,4183.897421,151.838812,255,4139213049,2926148826,255,0.148531,0.056154,0.092377,85,160,1,239,3,1,1,1,1,4,0,0,4,1,3,0,0
2717,0.862454,tcp,-,FIN,10,6,622,268,17.392232,254,252,5194.47998,2077.791992,2,1,92.822667,142.650594,4847.024697,236.823625,255,3373552375,1585484148,255,0.221012,0.149195,0.071817,62,45,0,0,4,1,2,2,2,4,0,0,0,2,4,0,1
2718,5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,19,2,5,5,2,5,0,0,0,5,19,0,1
2719,1.537294,tcp,http,FIN,10,8,814,1086,11.058392,62,252,3814.494629,4948.955566,2,2,170.810444,209.031719,10523.62413,435.171875,255,844845242,1059682497,255,0.195691,0.073051,0.12264,81,136,1,141,2,1,2,1,1,2,0,0,1,1,2,0,0
2720,9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,43,43,18,43,0,0,0,44,43,0,1
2721,5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,37,2,37,37,21,37,0,0,0,37,37,0,1
2722,0.192319,tcp,-,CON,6,2,998,86,36.397859,62,252,34609.16406,1788.694824,2,1,38.4638,0.006,2222.927374,0,255,2972212723,3145774730,255,0.151931,0.0679,0.084031,166,43,0,0,6,3,5,5,1,6,0,0,0,5,6,0,0
2723,0.603955,tcp,-,FIN,10,6,588,268,24.836289,254,252,7020.391113,2967.108643,2,1,64.056222,104.575203,3393.827773,173.243562,255,1872829722,4053417327,255,0.14218,0.081071,0.061109,59,45,0,0,3,1,2,1,1,1,0,0,0,1,6,0,1
2724,0.025589,tcp,smtp,FIN,52,42,37232,3380,3634.374084,31,29,11416155,1031693.313,18,8,0.494804,0.611756,29.775703,1.215734,255,3945947030,3942820024,255,0.000627,0.000503,0.000124,716,80,0,0,1,0,1,1,1,1,0,0,0,2,2,0,0
2725,0.793245,tcp,-,FIN,12,8,2692,466,23.952246,254,252,24890.16602,4114.743652,3,2,69.609726,107.99257,3599.86965,165.360547,255,562057388,2095793853,255,0.13428,0.037289,0.096991,224,58,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
2726,3.769766,tcp,-,FIN,176,32,222199,1386,54.910569,254,252,468860.9063,2850.044189,85,1,21.4878,118.543484,4269.60513,329.968156,255,525653364,978782962,255,0.241853,0.094914,0.146939,1262,43,0,0,6,1,2,1,1,1,0,0,0,3,2,0,1
2727,1.568029,tcp,http,FIN,10,10,800,1232,12.117122,62,252,3673.401367,5658.058594,2,2,174.225444,159.441328,10701.9315,282.070938,255,551986306,2760610922,255,0.206893,0.105502,0.101391,80,123,1,171,2,1,1,1,1,2,0,0,1,1,2,0,0
2728,4.00E-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,18,18,18,43,0,0,0,19,43,0,1
2729,4.00E-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,16,2,17,16,16,18,0,0,0,18,16,0,1
2730,1.10E-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,3,2,3,3,3,3,0,0,0,3,3,0,1
2731,0.783888,tcp,-,FIN,10,8,1004,354,21.686772,254,252,9225.807617,3163.717285,2,1,86.996889,102.951711,4654.044773,200.940266,255,3264587354,3747796617,255,0.126686,0.063217,0.063469,100,44,0,0,12,1,1,1,1,6,0,0,0,1,9,0,0
2732,6.00E-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,25,25,25,43,0,0,0,28,43,0,1
2733,0.356343,tcp,http,FIN,16,6,9560,268,58.931984,254,252,201221.8594,5028.862793,5,1,21.2412,61.45,1475.19559,96.699773,255,4011781226,963895937,255,0.120411,0.049078,0.071333,598,45,1,0,1,1,1,1,1,1,0,0,1,3,1,0,1
2734,1.00E-05,udp,-,INT,2,0,690,0,100000.0025,254,0,276000000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,345,0,0,0,1,2,1,1,1,1,0,0,0,1,2,0,1
2735,2.13775,tcp,-,FIN,10,8,534,354,7.952287,254,252,1800.023438,1160.098267,2,1,237.421556,297.075562,14462.29643,447.479469,255,1309516223,183166677,255,0.162838,0.058217,0.104621,53,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0
2736,7.00E-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,10,2,3,3,3,3,0,0,0,3,10,0,1
